source,method,logN,N,m,trial_index,base_ot_mode,encrypted_ot_message_pairs,socket_send_call_count,flush_count,protocol_round_count,encrypted_payload_bytes,bytes_per_send,batched_payload_check,notes
standalone_split,SPLIT_COEFF_OT,,,8,0,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,1,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,2,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,3,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,4,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,5,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,6,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,7,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,8,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,8,9,INCLUDING_BASE_OT,7808,1,1,3,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,0,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,1,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,2,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,3,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,4,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,5,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,6,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,7,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,8,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,16,9,INCLUDING_BASE_OT,7808,1,1,3,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,0,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,1,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,2,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,3,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,4,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,5,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,6,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,7,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,8,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT,,,32,9,INCLUDING_BASE_OT,7808,1,1,3,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,0,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,1,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,2,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,3,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,4,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,5,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,6,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,7,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,8,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,8,9,PRECOMPUTED_BASE_OT,7808,1,1,2,999424,999424,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,0,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,1,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,2,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,3,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,4,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,5,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,6,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,7,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,8,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,16,9,PRECOMPUTED_BASE_OT,7808,1,1,2,1998848,1998848,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,0,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,1,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,2,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,3,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,4,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,5,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,6,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
standalone_split,SPLIT_COEFF_OT_PRECOMPUTED,,,32,7,PRECOMPUTED_BASE_OT,7808,1,1,2,3997696,3997696,PASS,Harness-visible encrypted payload sends; libOTe internal OT-extension sends are not decomposed here.
